customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7179-IDLHU,Female,1,Yes,Yes,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,46.95,3232.95,No
1555-VUSMS,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.73,0.0,No
3300-TANEO,Male,0,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),60.37,1516.16,No
2458-IHCDL,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.09,77.73,Yes
1663-HQJCS,Female,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,96.96,291.09,No
1161-RRGVK,Male,0,Yes,No,19,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,69.84,1312.25,Yes
9007-AAPLK,Female,0,No,Yes,26,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),66.39,1715.31,No
6772-KUSLN,Female,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,89.19,8.38,No
6103-HREQB,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),103.83,400.76,No
8723-AKAAG,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.04,210.77,No
8022-SREKU,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,42.76,0.0,No
3063-GHFOG,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),112.49,554.38,No
7218-ZSXRV,Male,0,No,No,63,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),40.32,2527.3,No
8400-VOWUU,Female,1,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,48.77,680.15,No
6405-SRCYA,Male,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.42,5144.39,Yes
7545-GSLUK,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,109.94,544.69,No
9575-ZGFOS,Male,0,Yes,Yes,3,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.33,229.74,No
7855-SAVWS,Male,1,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,100.45,0.0,No
4242-YLZXY,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.81,1113.5,No
1584-SIOYU,Female,0,Yes,No,10,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,54.21,527.56,No
3585-FKIUN,Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),54.8,3184.0,No
8256-DCZLH,Female,1,Yes,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.53,5661.62,No
4082-JBESD,Male,1,Yes,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,43.05,59.28,No
2137-NIYQO,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.6,129.11,No
9636-EYTWF,Female,0,No,Yes,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.49,16.61,No
1060-YIRXV,Female,0,Yes,No,3,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.99,216.43,Yes
4207-PRSKP,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,83.31,5509.53,No
9958-GSTHR,Female,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.46,0.0,Yes
9684-BRKPY,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),102.27,1227.32,No
9181-DCVAU,Female,0,Yes,Yes,70,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,40.46,2823.08,No
1233-JVKGS,Male,0,No,Yes,54,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.73,3273.13,No
7112-HWQXC,Female,0,No,No,55,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),104.96,5788.44,Yes
6699-GLVLZ,Male,0,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),86.77,191.7,No
7437-XWOAM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.96,44.28,No
3618-IARGZ,Female,1,Yes,No,71,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,88.63,6291.93,No
3128-OSFVR,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.16,1914.42,No
4939-KJARX,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.66,819.43,No
8265-GSBOT,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),87.46,178.05,No
4239-PQVTC,Female,0,Yes,No,55,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.1,3579.39,No
1064-CYCWZ,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.37,2127.31,No
9797-TQWDW,Male,0,Yes,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),41.6,341.04,No
4588-PPDYK,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.82,1601.44,No
1167-ROSSP,Female,0,No,Yes,69,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),110.94,7639.41,No
8213-DXIUA,Male,0,No,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,60.24,3737.79,No
5587-RRXUI,Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,54.16,127.24,No
4904-WPQYH,Male,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.8,1375.65,Yes
1314-PEOCD,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,107.22,1716.37,Yes
8832-HUREA,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,112.05,1018.14,No
9628-NGWNO,Female,0,Yes,No,21,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.41,2287.65,No
1745-TWCJK,Female,0,No,Yes,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,54.16,122.78,No
8529-UYRQS,Male,0,Yes,No,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),54.98,3033.68,No
3387-SOAAG,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),87.2,1152.77,No
5316-QJNRV,Male,0,Yes,No,57,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.46,3911.92,Yes
6115-NMXHY,Female,1,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.56,186.81,No
1368-BYGSO,Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),67.67,685.76,Yes
8610-TQBQK,Female,0,No,Yes,12,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.18,1136.9,Yes
8349-QAJFW,Male,0,Yes,No,18,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.8,1166.52,Yes
9778-JPTOP,Male,0,No,Yes,55,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),42.0,2307.43,No
2738-SHSFI,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.81,24.7,No
1396-JTFLD,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),107.32,6991.4,Yes
2643-BHOXG,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),63.73,241.97,No
2687-UMBMA,Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,40.07,2135.21,No
8941-JNELY,Female,0,No,No,60,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),51.52,3109.58,No
1459-XIXYL,Male,0,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.98,6698.85,No
8521-VMJBG,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),84.32,5406.05,No
1352-HSVBD,Male,0,No,No,65,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,55.16,3580.76,No
4074-EHYYV,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,66.29,4508.1,No
3311-NVZEO,Female,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,101.1,6985.38,No
8278-IPGZY,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,74.36,224.56,No
2967-LKDWV,Female,0,Yes,No,57,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.43,3938.76,No
4969-FXRCQ,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,95.96,4803.09,No
4723-PHAOT,Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.84,407.94,No
8223-CCWSJ,Female,0,No,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,91.04,5470.77,No
2318-HOFJC,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,63.26,4127.6,No
9337-INLNV,Male,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,94.14,270.88,No
1851-VLBQU,Female,1,No,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.46,1856.52,No
1847-IHNZB,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.65,93.0,Yes
1311-KSIKZ,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,107.96,6159.33,No
8188-KHVJN,Male,0,No,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.28,4084.8,No
6800-OHGKZ,Male,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.76,1736.93,No
9018-ELQXG,Female,1,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.18,384.53,No
3175-CJGFO,Male,0,No,No,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),62.48,625.87,No
3921-NFOOA,Male,1,No,Yes,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),76.29,1358.19,No
4730-VEAPP,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,54.88,56.4,No
7622-MDPOO,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.06,4758.31,No
8833-SHCID,Male,0,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,75.65,5075.12,No
5675-BZPHK,Female,0,No,Yes,70,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),80.08,5617.08,No
3214-HSUDP,Female,0,No,No,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.22,6229.3,Yes
3935-MJNEJ,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.15,762.74,Yes
8633-URKSR,Female,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,69.1,73.07,Yes
3358-CKTPF,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.17,6100.44,Yes
5449-JHXEJ,Female,1,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,51.22,100.68,Yes
3500-GPZCQ,Female,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.82,194.22,Yes
7707-OLMRJ,Male,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.04,19.63,No
1188-LKPTE,Female,0,Yes,No,51,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),40.42,2073.85,Yes
4169-ZLPXQ,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),71.95,658.05,No
8618-EHWMD,Female,0,Yes,Yes,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.18,1744.66,Yes
3097-LKGNZ,Male,0,No,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),93.38,205.74,Yes
3106-NRIPC,Male,0,No,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.96,5688.34,No
9244-UGHBE,Female,0,Yes,No,14,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,64.78,890.39,Yes
5753-XJRPM,Female,0,No,No,53,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.6,2954.69,No
4248-HJNKS,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,91.05,5022.28,No
3321-KSJUH,Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.45,5834.72,No
9241-TSGBG,Male,0,No,No,57,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Electronic check,46.41,2647.59,No
7174-QELGN,Female,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),90.19,1264.5,No
4711-LTQVR,Male,0,Yes,Yes,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.07,160.0,Yes
4743-HUCUU,Female,1,Yes,No,4,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),59.37,226.0,No
4610-OXSLU,Male,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.64,104.01,No
5420-OLRMJ,Male,0,Yes,No,3,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),66.81,196.74,Yes
7792-DCIQQ,Female,0,Yes,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),84.41,169.97,No
8559-NUZYM,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.38,142.72,No
3690-KLTVX,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),54.61,3213.35,No
7515-IDHCL,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.97,0.0,No
7575-TOVQK,Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),91.93,923.23,No
7307-JJFZN,Male,1,No,No,23,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),78.83,1806.2,Yes
1312-EASPF,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),64.3,112.34,No
1644-JZFOQ,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,112.97,907.63,Yes
4769-MBBOP,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,21.11,96.04,No
4600-AEVBC,Female,0,No,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.41,1125.16,No
6035-GRKOY,Male,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,88.11,0.0,No
8033-VLIDP,Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,82.61,731.25,Yes
6605-SZKMY,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Mailed check,51.43,213.55,No
7972-DYSSA,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),28.42,100.53,No
8484-PNIBW,Female,0,No,No,10,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),109.83,1085.52,No
6361-YSTSL,Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,112.57,579.95,Yes
4435-XUZHR,Male,1,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.4,149.66,No
8236-UTEXL,Female,0,No,No,70,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),67.95,4744.16,No
6807-QDOPV,Female,0,No,Yes,61,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),61.73,3784.54,Yes
9167-JCKNX,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,23.98,1497.87,No
4943-PBCGV,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.73,97.96,No
1232-UAKQM,Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),107.96,1190.42,No
5694-XJZZU,Female,0,Yes,Yes,67,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,89.58,6003.66,No
6722-CAENM,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,59.96,585.07,No
3514-IKBJN,Female,0,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,77.09,1636.49,No
1144-QLGHZ,Female,1,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),87.07,2.85,No
4106-SKJPZ,Female,0,Yes,No,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),57.93,299.04,Yes
8140-DEOAV,Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),92.83,11.86,No
1399-LPIHU,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),99.23,5460.38,Yes
6327-DQIHI,Male,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.29,0.0,No
8964-MJEPE,Female,1,No,Yes,59,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,43.71,2580.52,Yes
8687-WPZKR,Male,0,No,Yes,51,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,105.44,5396.57,No
1625-HRCPY,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.45,12.12,Yes
2864-EBQXP,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,68.02,4645.34,No
5129-AVFBH,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.91,42.32,Yes
9945-QGPMO,Male,0,No,No,70,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.53,2961.07,Yes
7938-MNRHA,Male,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.52,332.99,No
7336-VOGYU,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,86.03,1469.08,No
7306-HOOFS,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.28,0.0,No
3965-MGFXX,Male,1,No,No,64,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.65,3879.01,No
7688-BTMYP,Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,98.41,6580.75,No
5209-JNGUS,Female,0,No,Yes,61,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,110.28,6722.09,No
7183-UZKOC,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),106.72,5353.15,Yes
6743-IRTPN,Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.75,632.02,Yes
7805-FXUNF,Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),67.58,55.85,No
9919-TSYMR,Female,1,No,No,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.15,301.32,Yes
2058-SJSQM,Female,1,No,No,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),47.14,47.27,No
9667-MTWQY,Female,1,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,101.19,5463.27,No
7104-LSGUJ,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),61.67,415.51,No
7623-AFFXW,Male,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.73,791.69,Yes
5675-LQDQX,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,108.85,7391.35,No
2759-AYSDR,Female,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,56.77,2223.29,No
8518-VMWRR,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,68.18,4634.27,No
1322-VXIUN,Female,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.14,405.76,Yes
3440-UWLZU,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),108.64,6525.66,Yes
8590-CDNPG,Female,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,83.85,64.37,No
6159-KWTTV,Male,1,No,No,62,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,95.26,5909.95,Yes
4687-NMYKL,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.41,1583.63,No
2410-GCOQJ,Female,0,Yes,No,54,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.21,2801.27,No
2937-IKTBL,Female,1,No,Yes,51,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.85,5179.27,No
1345-XRVEG,Female,0,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,104.32,5747.54,No
1495-WGJMA,Male,1,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.82,3053.43,No
1944-FFKDQ,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),22.31,13.22,Yes
1318-JCYLI,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.16,1284.78,No
7946-SSNBM,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.24,3459.64,No
9832-IQOZP,Male,0,No,No,57,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,96.25,5505.01,No
